version,filename,downloads_30d
0.11.1,tzfpy-0.11.1-cp37-cp37m-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.11.1,tzfpy-0.11.1-cp39-cp39-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.11.1,tzfpy-0.11.1-pp38-pypy38_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.11.2,tzfpy-0.11.2-cp37-cp37m-macosx_10_9_x86_64.macosx_11_0_arm64.macosx_10_9_universal2.whl,20
0.11.2,tzfpy-0.11.2-cp39-cp39-macosx_10_9_x86_64.macosx_11_0_arm64.macosx_10_9_universal2.whl,20
0.12.0,tzfpy-0.12.0-cp38-none-win_amd64.whl,20
0.12.0,tzfpy-0.12.0-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.12.0,tzfpy-0.12.0-pp38-pypy38_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.12.1,tzfpy-0.12.1-cp38-cp38-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.12.1,tzfpy-0.12.1-cp38-none-win_amd64.whl,20
0.12.2,tzfpy-0.12.2-cp310-none-win_amd64.whl,20
0.12.2,tzfpy-0.12.2-cp311-cp311-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.12.2,tzfpy-0.12.2-cp37-cp37m-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.12.2,tzfpy-0.12.2-cp39-cp39-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.12.2,tzfpy-0.12.2-pp37-pypy37_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.12.2,tzfpy-0.12.2-pp38-pypy38_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.12.3,tzfpy-0.12.3-cp311-cp311-manylinux_2_24_armv7l.whl,20
0.12.3,tzfpy-0.12.3-cp37-cp37m-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.12.3,tzfpy-0.12.3-cp37-cp37m-musllinux_1_1_aarch64.whl,20
0.12.3,tzfpy-0.12.3-pp38-pypy38_pp73-musllinux_1_1_aarch64.whl,20
0.13.0,tzfpy-0.13.0-cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.13.0,tzfpy-0.13.0-cp310-cp310-manylinux_2_24_armv7l.whl,20
0.13.0,tzfpy-0.13.0-cp310-cp310-musllinux_1_1_aarch64.whl,20
0.13.0,tzfpy-0.13.0-cp310-cp310-musllinux_1_1_x86_64.whl,20
0.13.0,tzfpy-0.13.0-cp311-cp311-manylinux_2_24_armv7l.whl,20
0.13.0,tzfpy-0.13.0-cp311-cp311-musllinux_1_1_aarch64.whl,20
0.13.0,tzfpy-0.13.0-cp39-cp39-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.13.0,tzfpy-0.13.0-cp39-cp39-manylinux_2_24_armv7l.whl,20
0.13.0,tzfpy-0.13.0-cp39-cp39-musllinux_1_1_aarch64.whl,20
0.13.0,tzfpy-0.13.0-pp39-pypy39_pp73-musllinux_1_1_aarch64.whl,20
0.13.1,tzfpy-0.13.1-cp37-cp37m-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.13.1,tzfpy-0.13.1-pp38-pypy38_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.14.0,tzfpy-0.14.0-cp37-cp37m-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.14.0,tzfpy-0.14.0-cp38-cp38-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.14.0,tzfpy-0.14.0-cp38-cp38-musllinux_1_1_aarch64.whl,20
0.14.0,tzfpy-0.14.0-cp39-cp39-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.14.0,tzfpy-0.14.0-pp37-pypy37_pp73-musllinux_1_1_aarch64.whl,20
0.14.0,tzfpy-0.14.0-pp38-pypy38_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.14.0,tzfpy-0.14.0-pp39-pypy39_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.0,tzfpy-0.15.0-cp310-none-win_amd64.whl,20
0.15.0,tzfpy-0.15.0-cp37-cp37m-macosx_10_9_x86_64.macosx_11_0_arm64.macosx_10_9_universal2.whl,20
0.15.0,tzfpy-0.15.0-cp37-cp37m-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.0,tzfpy-0.15.0-cp37-cp37m-musllinux_1_1_aarch64.whl,20
0.15.0,tzfpy-0.15.0-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.15.0,tzfpy-0.15.0-pp37-pypy37_pp73-manylinux_2_24_armv7l.whl,20
0.15.0,tzfpy-0.15.0-pp38-pypy38_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.15.0,tzfpy-0.15.0-pp39-pypy39_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.0,tzfpy-0.15.0-pp39-pypy39_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.15.1,tzfpy-0.15.1-cp310-cp310-manylinux_2_24_armv7l.whl,20
0.15.1,tzfpy-0.15.1-cp311-cp311-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.1,tzfpy-0.15.1-cp311-none-win_amd64.whl,20
0.15.1,tzfpy-0.15.1-cp37-cp37m-musllinux_1_1_aarch64.whl,20
0.15.1,tzfpy-0.15.1-cp38-cp38-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.1,tzfpy-0.15.1-cp39-cp39-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.1,tzfpy-0.15.1-pp310-pypy310_pp73-manylinux_2_24_armv7l.whl,20
0.15.1,tzfpy-0.15.1-pp310-pypy310_pp73-musllinux_1_1_aarch64.whl,20
0.15.1,tzfpy-0.15.1-pp39-pypy39_pp73-manylinux_2_24_armv7l.whl,20
0.15.2,tzfpy-0.15.2-cp311-none-win_amd64.whl,20
0.15.2,tzfpy-0.15.2-cp312-cp312-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.2,tzfpy-0.15.2-cp37-cp37m-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.2,tzfpy-0.15.2-cp39-none-win_amd64.whl,20
0.15.2,tzfpy-0.15.2-pp37-pypy37_pp73-musllinux_1_1_aarch64.whl,20
0.15.2,tzfpy-0.15.2-pp38-pypy38_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.15.2,tzfpy-0.15.2-pp38-pypy38_pp73-manylinux_2_24_armv7l.whl,20
0.15.2,tzfpy-0.15.2-pp38-pypy38_pp73-musllinux_1_1_aarch64.whl,20
0.15.2,tzfpy-0.15.2-pp39-pypy39_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.3,tzfpy-0.15.3-cp311-cp311-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.15.3,tzfpy-0.15.3-cp37-cp37m-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.3,tzfpy-0.15.3-cp37-none-win_amd64.whl,20
0.15.3,tzfpy-0.15.3-cp39-cp39-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.15.3,tzfpy-0.15.3-pp37-pypy37_pp73-musllinux_1_1_aarch64.whl,20
0.15.3,tzfpy-0.15.3-pp39-pypy39_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.15.4,tzfpy-0.15.4-cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.15.4,tzfpy-0.15.4-cp312-cp312-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,20
0.6.0,tzfpy-0.6.0-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.6.2,tzfpy-0.6.2-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.7.0,tzfpy-0.7.0-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.8.1,tzfpy-0.8.1-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.8.2,tzfpy-0.8.2-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.8.2,tzfpy-0.8.2-pp39-pypy39_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.8.4,tzfpy-0.8.4-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.8.7rc1,tzfpy-0.8.7rc1-pp39-pypy39_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.9.0,tzfpy-0.9.0-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.9.0,tzfpy-0.9.0-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.9.0,tzfpy-0.9.0-pp39-pypy39_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.9.1,tzfpy-0.9.1-pp39-pypy39_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
0.9.2,tzfpy-0.9.2-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,20
1.0.0,tzfpy-1.0.0-cp39-abi3-win_arm64.whl,20
0.10.0,tzfpy-0.10.0-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.10.0,tzfpy-0.10.0-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.10.1,tzfpy-0.10.1-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.11.1,tzfpy-0.11.1-cp38-cp38-macosx_10_9_x86_64.macosx_11_0_arm64.macosx_10_9_universal2.whl,19
0.11.1,tzfpy-0.11.1-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.11.2,tzfpy-0.11.2-cp310-cp310-macosx_10_9_x86_64.macosx_11_0_arm64.macosx_10_9_universal2.whl,19
0.11.2,tzfpy-0.11.2-cp39-cp39-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.12.0,tzfpy-0.12.0-cp310-none-win_amd64.whl,19
0.12.0,tzfpy-0.12.0-cp37-cp37m-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.12.0,tzfpy-0.12.0-cp37-none-win_amd64.whl,19
0.12.1,tzfpy-0.12.1-cp311-none-win_amd64.whl,19
0.12.1,tzfpy-0.12.1-cp37-cp37m-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.12.1,tzfpy-0.12.1-pp38-pypy38_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.12.2,tzfpy-0.12.2-cp37-cp37m-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.12.3,tzfpy-0.12.3-pp37-pypy37_pp73-musllinux_1_1_aarch64.whl,19
0.12.3,tzfpy-0.12.3-pp38-pypy38_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.12.3,tzfpy-0.12.3-pp39-pypy39_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.13.0,tzfpy-0.13.0-cp37-cp37m-manylinux_2_24_armv7l.whl,19
0.13.0,tzfpy-0.13.0-cp38-cp38-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.13.0,tzfpy-0.13.0-cp39-cp39-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.13.0,tzfpy-0.13.0-cp39-none-win_amd64.whl,19
0.13.0,tzfpy-0.13.0-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.13.0,tzfpy-0.13.0-pp38-pypy38_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.13.0,tzfpy-0.13.0-pp38-pypy38_pp73-musllinux_1_1_aarch64.whl,19
0.13.0,tzfpy-0.13.0-pp39-pypy39_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.13.1,tzfpy-0.13.1-cp310-cp310-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.13.1,tzfpy-0.13.1-cp37-cp37m-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.13.1,tzfpy-0.13.1-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.13.1,tzfpy-0.13.1-pp37-pypy37_pp73-musllinux_1_1_aarch64.whl,19
0.13.1,tzfpy-0.13.1-pp38-pypy38_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.13.1,tzfpy-0.13.1-pp39-pypy39_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.14.0,tzfpy-0.14.0-cp311-cp311-musllinux_1_1_aarch64.whl,19
0.14.0,tzfpy-0.14.0-pp37-pypy37_pp73-manylinux_2_24_armv7l.whl,19
0.15.0,tzfpy-0.15.0-cp310-cp310-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.15.0,tzfpy-0.15.0-cp311-none-win_amd64.whl,19
0.15.0,tzfpy-0.15.0-cp37-cp37m-manylinux_2_24_armv7l.whl,19
0.15.0,tzfpy-0.15.0-cp38-none-win_amd64.whl,19
0.15.0,tzfpy-0.15.0-pp37-pypy37_pp73-musllinux_1_1_aarch64.whl,19
0.15.0,tzfpy-0.15.0-pp38-pypy38_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.15.1,tzfpy-0.15.1-cp312-cp312-manylinux_2_17_x86_64.manylinux2014_x86_64.whl.metadata,19
0.15.1,tzfpy-0.15.1-cp37-cp37m-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.15.1,tzfpy-0.15.1-cp37-cp37m-manylinux_2_24_armv7l.whl,19
0.15.1,tzfpy-0.15.1-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.15.1,tzfpy-0.15.1-pp37-pypy37_pp73-musllinux_1_1_aarch64.whl,19
0.15.1,tzfpy-0.15.1-pp38-pypy38_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.15.1,tzfpy-0.15.1-pp39-pypy39_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,19
0.15.1,tzfpy-0.15.1-pp39-pypy39_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.15.2,tzfpy-0.15.2-cp310-cp310-macosx_10_9_x86_64.macosx_11_0_arm64.macosx_10_9_universal2.whl,19
0.15.2,tzfpy-0.15.2-cp38-none-win_amd64.whl,19
0.15.2,tzfpy-0.15.2-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.15.3,tzfpy-0.15.3-cp310-cp310-musllinux_1_1_aarch64.whl,19
0.15.3,tzfpy-0.15.3-cp38-none-win_amd64.whl,19
0.15.3,tzfpy-0.15.3-cp39-none-win_amd64.whl,19
0.15.5,tzfpy-0.15.5-cp310-none-win_amd64.whl,19
0.15.5,tzfpy-0.15.5-cp311-cp311-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,19
0.15.5,tzfpy-0.15.5-cp38-cp38-musllinux_1_1_aarch64.whl,19
0.15.5,tzfpy-0.15.5-cp38-none-win_amd64.whl,19
0.15.5,tzfpy-0.15.5-cp39-cp39-manylinux_2_17_x86_64.manylinux2014_x86_64.whl.metadata,19
0.15.6,tzfpy-0.15.6.tar.gz,19
0.16.1,tzfpy-0.16.1-cp313-cp313t-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,19
0.16.1,tzfpy-0.16.1-cp39-abi3-win_amd64.whl,19
0.16.2,tzfpy-0.16.2-cp39-abi3-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,19
0.16.3,tzfpy-0.16.3-cp313-cp313t-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,19
0.16.3,tzfpy-0.16.3-cp39-abi3-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,19
0.16.3,tzfpy-0.16.3-cp39-abi3-win_amd64.whl,19
0.6.0,tzfpy-0.6.0-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.6.0,tzfpy-0.6.0-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.6.0,tzfpy-0.6.0-pp38-pypy38_pp73-macosx_11_0_x86_64.whl,19
0.6.2,tzfpy-0.6.2-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.6.2,tzfpy-0.6.2-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.7.0,tzfpy-0.7.0-cp310-cp310-macosx_11_0_x86_64.whl,19
0.7.0,tzfpy-0.7.0-cp38-cp38-macosx_11_0_x86_64.whl,19
0.7.0,tzfpy-0.7.0-pp39-pypy39_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.2,tzfpy-0.8.2-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.2,tzfpy-0.8.2-pp38-pypy38_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.3,tzfpy-0.8.3-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.4,tzfpy-0.8.4-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.4,tzfpy-0.8.4-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.4,tzfpy-0.8.4-pp39-pypy39_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.6,tzfpy-0.8.6-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.6,tzfpy-0.8.6-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.6,tzfpy-0.8.6-pp39-pypy39_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.7rc1,tzfpy-0.8.7rc1-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.8.7rc1,tzfpy-0.8.7rc1-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.9.0,tzfpy-0.9.0-cp311-cp311-macosx_11_0_x86_64.whl,19
0.9.0,tzfpy-0.9.0-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.9.1,tzfpy-0.9.1-cp310-cp310-macosx_11_0_x86_64.whl,19
0.9.1,tzfpy-0.9.1-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.9.1,tzfpy-0.9.1-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.9.1,tzfpy-0.9.1-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.9.2,tzfpy-0.9.2-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.9.2,tzfpy-0.9.2-pp39-pypy39_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,19
0.10.0,tzfpy-0.10.0-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.10.0,tzfpy-0.10.0-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.10.1,tzfpy-0.10.1-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.10.1,tzfpy-0.10.1-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.11.0,tzfpy-0.11.0-cp311-cp311-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.11.0,tzfpy-0.11.0-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.11.2,tzfpy-0.11.2-cp37-cp37m-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.11.2,tzfpy-0.11.2-pp38-pypy38_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.12.0,tzfpy-0.12.0-cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.12.1,tzfpy-0.12.1-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.12.2,tzfpy-0.12.2-cp38-none-win_amd64.whl,18
0.12.2,tzfpy-0.12.2-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.12.3,tzfpy-0.12.3-cp310-none-win_amd64.whl,18
0.12.3,tzfpy-0.12.3-cp311-none-win_amd64.whl,18
0.12.3,tzfpy-0.12.3-cp38-cp38-manylinux_2_24_armv7l.whl,18
0.12.3,tzfpy-0.12.3-cp38-none-win_amd64.whl,18
0.12.3,tzfpy-0.12.3-pp37-pypy37_pp73-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.13.0,tzfpy-0.13.0-cp37-cp37m-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,18
0.13.0,tzfpy-0.13.0-cp37-cp37m-musllinux_1_1_aarch64.whl,18
0.13.0,tzfpy-0.13.0-pp37-pypy37_pp73-musllinux_1_1_aarch64.whl,18
0.13.1,tzfpy-0.13.1-cp310-none-win_amd64.whl,18
0.13.1,tzfpy-0.13.1-cp311-none-win_amd64.whl,18
0.13.1,tzfpy-0.13.1-cp38-none-win_amd64.whl,18
0.13.1,tzfpy-0.13.1-cp39-cp39-manylinux_2_24_armv7l.whl,18
0.14.0,tzfpy-0.14.0-cp310-none-win_amd64.whl,18
0.14.0,tzfpy-0.14.0-cp311-none-win_amd64.whl,18
0.14.0,tzfpy-0.14.0-cp38-none-win_amd64.whl,18
0.14.0,tzfpy-0.14.0-cp39-cp39-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,18
0.15.0,tzfpy-0.15.0-cp37-none-win_amd64.whl,18
0.15.0,tzfpy-0.15.0-cp39-none-win_amd64.whl,18
0.15.1,tzfpy-0.15.1-cp310-cp310-macosx_10_9_x86_64.macosx_11_0_arm64.macosx_10_9_universal2.whl,18
0.15.1,tzfpy-0.15.1-pp37-pypy37_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,18
0.15.1,tzfpy-0.15.1-pp39-pypy39_pp73-musllinux_1_1_aarch64.whl,18
0.15.2,tzfpy-0.15.2-pp37-pypy37_pp73-manylinux_2_17_aarch64.manylinux2014_aarch64.whl,18
0.15.4,tzfpy-0.15.4-cp39-none-win_amd64.whl,18
0.15.5,tzfpy-0.15.5-cp311-none-win_amd64.whl,18
0.15.5,tzfpy-0.15.5-cp312-cp312-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,18
0.16.1,tzfpy-0.16.1.tar.gz,18
0.16.2,tzfpy-0.16.2-cp39-abi3-win_amd64.whl,18
0.16.2,tzfpy-0.16.2.tar.gz,18
0.16.3,tzfpy-0.16.3.tar.gz,18
0.16.4,tzfpy-0.16.4-cp313-cp313t-macosx_10_12_x86_64.macosx_11_0_arm64.macosx_10_12_universal2.whl,18
0.6.2,tzfpy-0.6.2-cp36-cp36m-macosx_11_0_x86_64.whl,18
0.6.2,tzfpy-0.6.2-cp38-cp38-macosx_11_0_x86_64.whl,18
0.6.2,tzfpy-0.6.2-pp37-pypy37_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.7.0,tzfpy-0.7.0-cp36-cp36m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.7.0,tzfpy-0.7.0-cp37-cp37m-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.7.0,tzfpy-0.7.0-cp39-cp39-macosx_11_0_x86_64.whl,18
0.7.0,tzfpy-0.7.0-pp37-pypy37_pp73-macosx_11_0_x86_64.whl,18
0.8.1,tzfpy-0.8.1-cp38-cp38-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.8.2,tzfpy-0.8.2-cp310-cp310-macosx_11_0_x86_64.whl,18
0.8.2,tzfpy-0.8.2-cp311-cp311-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.8.2,tzfpy-0.8.2-cp36-cp36m-macosx_11_0_x86_64.whl,18
0.8.2,tzfpy-0.8.2-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.8.3,tzfpy-0.8.3-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.8.3,tzfpy-0.8.3-pp39-pypy39_pp73-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
0.8.4,tzfpy-0.8.4-cp310-cp310-macosx_11_0_x86_64.whl,18
0.8.4,tzfpy-0.8.4-cp38-cp38-macosx_11_0_x86_64.whl,18
0.8.4,tzfpy-0.8.4-cp39-cp39-macosx_11_0_x86_64.whl,18
0.8.4,tzfpy-0.8.4-cp39-cp39-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,18
